human,mouse,DB
ALG5,Alg5,Jax/Ensembl/Biomart
ALG6,Alg6,Jax/Ensembl/Biomart
ALG8,Alg8,Jax/Ensembl/Biomart
ALG9,Alg9,Jax/Ensembl/Biomart
ALK,Alk,Jax/Ensembl/Biomart
ALKAL1,Alkal1,Jax/Ensembl/Biomart
ALKAL2,Alkal2,Jax/Ensembl/Biomart
ALKBH1,Alkbh1,Jax/Ensembl/Biomart
ALKBH2,Alkbh2,Jax/Ensembl/Biomart
ALKBH4,Alkbh4,Jax/Ensembl/Biomart
ALKBH5,Alkbh5,Jax/Ensembl/Biomart
ALKBH6,Alkbh6,Jax/Ensembl/Biomart
ALKBH7,Alkbh7,Jax/Ensembl/Biomart
ALKBH8,Alkbh8,Jax/Ensembl/Biomart
ALLC,Allc,Jax/Ensembl/Biomart
ALMS1,Alms1,Jax/Ensembl/Biomart
ALOX12,Alox12,Jax/Ensembl/Biomart
ALOX12B,Alox12b,Jax/Ensembl/Biomart
ALOX15,Alox15,Jax/Ensembl/Biomart
ALOX15B,Alox8,Jax/Ensembl/Biomart
ALOX5,Alox5,Jax/Ensembl/Biomart
ALOX5AP,Alox5ap,Jax/Ensembl/Biomart
ALOXE3,Aloxe3,Jax/Ensembl/Biomart
ALPG,Alppl2,Jax/Ensembl/Biomart
ALPI,Akp3,Jax/Ensembl/Biomart
ALPK1,Alpk1,Jax/Ensembl/Biomart
ALPK2,Alpk2,Jax/Ensembl/Biomart
ALPK3,Alpk3,Jax/Ensembl/Biomart
ALPL,Alpl,Jax/Ensembl/Biomart
ALPP,Alpi,Jax/Ensembl/Biomart
ALS2,Als2,Jax/Ensembl/Biomart
ALS2CL,Als2cl,Jax/Ensembl/Biomart
ALX1,Alx1,Jax/Ensembl/Biomart
ALX3,Alx3,Jax/Ensembl/Biomart
ALX4,Alx4,Jax/Ensembl/Biomart
AMACR,Amacr,Jax/Ensembl/Biomart
AMBN,Ambn,Jax/Ensembl/Biomart
AMBP,Ambp,Jax/Ensembl/Biomart
AMBRA1,Ambra1,Jax/Ensembl/Biomart
AMD1,Amd1,Jax/Ensembl/Biomart
AMD1,Amd2,Jax/Ensembl/Biomart
AMDHD1,Amdhd1,Jax/Ensembl/Biomart
AMDHD2,Amdhd2,Jax/Ensembl/Biomart
AMER1,Amer1,Jax/Ensembl/Biomart
AMER2,Amer2,Jax/Ensembl/Biomart
AMER3,Amer3,Jax/Ensembl/Biomart
AMFR,Amfr,Jax/Ensembl/Biomart
AMH,Amh,Jax/Ensembl/Biomart
AMHR2,Amhr2,Jax/Ensembl/Biomart
AMIGO1,Amigo1,Jax/Ensembl/Biomart
AMIGO2,Amigo2,Jax/Ensembl/Biomart
AMIGO3,Amigo3,Jax/Ensembl/Biomart
AMMECR1,Ammecr1,Jax/Ensembl/Biomart
AMMECR1L,Ammecr1l,Jax/Ensembl/Biomart
AMN,Amn,Jax/Ensembl/Biomart
AMN1,Amn1,Jax/Ensembl/Biomart
AMOT,Amot,Jax/Ensembl/Biomart
AMOTL1,Amotl1,Jax/Ensembl/Biomart
AMOTL2,Amotl2,Jax/Ensembl/Biomart
AMPD1,Ampd1,Jax/Ensembl/Biomart
AMPD2,Ampd2,Jax/Ensembl/Biomart
AMPD3,Ampd3,Jax/Ensembl/Biomart
AMPH,Amph,Jax/Ensembl/Biomart
AMT,Amt,Jax/Ensembl/Biomart
AMTN,Amtn,Jax/Ensembl/Biomart
AMZ1,Amz1,Jax/Ensembl/Biomart
ANAPC1,Anapc1,Jax/Ensembl/Biomart
ANAPC10,Anapc10,Jax/Ensembl/Biomart
ANAPC13,Anapc13,Jax/Ensembl/Biomart
ANAPC16,Anapc16,Jax/Ensembl/Biomart
ANAPC2,Anapc2,Jax/Ensembl/Biomart
ANAPC4,Anapc4,Jax/Ensembl/Biomart
ANAPC5,Anapc5,Jax/Ensembl/Biomart
ANAPC7,Anapc7,Jax/Ensembl/Biomart
ANG,Ang,Jax/Ensembl/Biomart
ANGEL1,Angel1,Jax/Ensembl/Biomart
ANGEL2,Angel2,Jax/Ensembl/Biomart
ANGPT1,Angpt1,Jax/Ensembl/Biomart
ANGPT2,Angpt2,Jax/Ensembl/Biomart
ANGPT4,Angpt4,Jax/Ensembl/Biomart
ANGPTL1,Angptl1,Jax/Ensembl/Biomart
ANGPTL2,Angptl2,Jax/Ensembl/Biomart
ANGPTL3,Angptl3,Jax/Ensembl/Biomart
ANGPTL4,Angptl4,Jax/Ensembl/Biomart
ANGPTL6,Angptl6,Jax/Ensembl/Biomart
ANGPTL7,Angptl7,Jax/Ensembl/Biomart
ANGPTL8,Angptl8,Jax/Ensembl/Biomart
ANK1,Ank1,Jax/Ensembl/Biomart
ANK3,Ank3,Jax/Ensembl/Biomart
ANKAR,Ankar,Jax/Ensembl/Biomart
ANKDD1A,Ankdd1a,Jax/Ensembl/Biomart
ANKDD1B,Ankdd1b,Jax/Ensembl/Biomart
ANKEF1,Ankef1,Jax/Ensembl/Biomart
ANKFY1,Ankfy1,Jax/Ensembl/Biomart
ANKH,Ank,Jax/Ensembl/Biomart
ANKHD1,Ankhd1,Jax/Ensembl/Biomart
ANKHD1-EIF4EBP3,Ankhd1,Jax/Ensembl/Biomart
ANKIB1,Ankib1,Jax/Ensembl/Biomart
ANKK1,Ankk1,Jax/Ensembl/Biomart
ANKLE1,Ankle1,Jax/Ensembl/Biomart
ANKLE2,Ankle2,Jax/Ensembl/Biomart
ANKMY1,Ankmy1,Jax/Ensembl/Biomart
ANKMY2,Ankmy2,Jax/Ensembl/Biomart
ANKRA2,Ankra2,Jax/Ensembl/Biomart
ANKRD1,Ankrd1,Jax/Ensembl/Biomart
ANKRD10,Ankrd10,Jax/Ensembl/Biomart
ANKRD11,Ankrd11,Jax/Ensembl/Biomart
ANKRD12,Ankrd12,Jax/Ensembl/Biomart
ANKRD13A,Ankrd13a,Jax/Ensembl/Biomart
ANKRD13B,Ankrd13b,Jax/Ensembl/Biomart
ANKRD13C,Ankrd13c,Jax/Ensembl/Biomart
ANKRD13D,Ankrd13d,Jax/Ensembl/Biomart
ANKRD16,Ankrd16,Jax/Ensembl/Biomart
ANKRD17,Ankrd17,Jax/Ensembl/Biomart
ANKRD2,Ankrd2,Jax/Ensembl/Biomart
ANKRD22,Ankrd22,Jax/Ensembl/Biomart
ANKRD23,Ankrd23,Jax/Ensembl/Biomart
ANKRD24,Ankrd24,Jax/Ensembl/Biomart
ANKRD27,Ankrd27,Jax/Ensembl/Biomart
ANKRD28,Ankrd28,Jax/Ensembl/Biomart
ANKRD29,Ankrd29,Jax/Ensembl/Biomart
ANKRD31,Ankrd31,Jax/Ensembl/Biomart
ANKRD33,Ankrd33,Jax/Ensembl/Biomart
ANKRD33B,Ankrd33b,Jax/Ensembl/Biomart
ANKRD34A,Ankrd34a,Jax/Ensembl/Biomart
ANKRD34B,Ankrd34b,Jax/Ensembl/Biomart
ANKRD34C,Ankrd34c,Jax/Ensembl/Biomart
ANKRD35,Ankrd35,Jax/Ensembl/Biomart
ANKRD37,Ankrd37,Jax/Ensembl/Biomart
ANKRD39,Ankrd39,Jax/Ensembl/Biomart
ANKRD40,Ankrd40,Jax/Ensembl/Biomart
ANKRD42,Ankrd42,Jax/Ensembl/Biomart
ANKRD44,Ankrd44,Jax/Ensembl/Biomart
ANKRD45,Ankrd45,Jax/Ensembl/Biomart
ANKRD46,Ankrd46,Jax/Ensembl/Biomart
ANKRD49,Ankrd49,Jax/Ensembl/Biomart
ANKRD52,Ankrd52,Jax/Ensembl/Biomart
ANKRD53,Ankrd53,Jax/Ensembl/Biomart
ANKRD54,Ankrd54,Jax/Ensembl/Biomart
ANKRD55,Ankrd55,Jax/Ensembl/Biomart
ANKRD6,Ankrd6,Jax/Ensembl/Biomart
ANKRD60,Ankrd60,Jax/Ensembl/Biomart
ANKRD61,Ankrd61,Jax/Ensembl/Biomart
ANKRD63,Ankrd63,Jax/Ensembl/Biomart
ANKRD65,Ankrd65,Jax/Ensembl/Biomart
ANKRD66,Ankrd66,Jax/Ensembl/Biomart
ANKRD9,Ankrd9,Jax/Ensembl/Biomart
ANKS1A,Anks1,Jax/Ensembl/Biomart
ANKS1B,Anks1b,Jax/Ensembl/Biomart
ANKS3,Anks3,Jax/Ensembl/Biomart
ANKS4B,Anks4b,Jax/Ensembl/Biomart
ANKS6,Anks6,Jax/Ensembl/Biomart
ANKUB1,Ankub1,Jax/Ensembl/Biomart
ANKZF1,Ankzf1,Jax/Ensembl/Biomart
ANLN,Anln,Jax/Ensembl/Biomart
ANO1,Ano1,Jax/Ensembl/Biomart
ANO10,Ano10,Jax/Ensembl/Biomart
ANO2,Ano2,Jax/Ensembl/Biomart
ANO3,Ano3,Jax/Ensembl/Biomart
ANO4,Ano4,Jax/Ensembl/Biomart
ANO5,Ano5,Jax/Ensembl/Biomart
ANO6,Ano6,Jax/Ensembl/Biomart
ANO7,Ano7,Jax/Ensembl/Biomart
ANO8,Ano8,Jax/Ensembl/Biomart
ANO9,Ano9,Jax/Ensembl/Biomart
ANPEP,Anpep,Jax/Ensembl/Biomart
ANTXR1,Antxr1,Jax/Ensembl/Biomart
ANTXR2,Antxr2,Jax/Ensembl/Biomart
ANTXRL,Antxrl,Jax/Ensembl/Biomart
ANXA1,Anxa1,Jax/Ensembl/Biomart
ANXA10,Anxa10,Jax/Ensembl/Biomart
ANXA11,Anxa11,Jax/Ensembl/Biomart
ANXA2,Anxa2,Jax/Ensembl/Biomart
ANXA3,Anxa3,Jax/Ensembl/Biomart
ANXA4,Anxa4,Jax/Ensembl/Biomart
ANXA5,Anxa5,Jax/Ensembl/Biomart
ANXA6,Anxa6,Jax/Ensembl/Biomart
ANXA7,Anxa7,Jax/Ensembl/Biomart
ANXA8,Anxa8,Jax/Ensembl/Biomart
ANXA8L1,Anxa8,Jax/Ensembl/Biomart
ANXA9,Anxa9,Jax/Ensembl/Biomart
AOAH,Aoah,Jax/Ensembl/Biomart
AOC1,Aoc1,Jax/Ensembl/Biomart
AOC2,Aoc2,Jax/Ensembl/Biomart
AOC3,Aoc3,Jax/Ensembl/Biomart
AOX1,Aox1,Jax/Ensembl/Biomart
AP1AR,Ap1ar,Jax/Ensembl/Biomart
AP1B1,Ap1b1,Jax/Ensembl/Biomart
AP1G1,Ap1g1,Jax/Ensembl/Biomart
AP1G2,Ap1g2,Jax/Ensembl/Biomart
AP1M1,Ap1m1,Jax/Ensembl/Biomart
AP1M2,Ap1m2,Jax/Ensembl/Biomart
AP1S1,Ap1s1,Jax/Ensembl/Biomart
AP1S2,Ap1s2,Jax/Ensembl/Biomart
AP1S3,Ap1s3,Jax/Ensembl/Biomart
AP2A1,Ap2a1,Jax/Ensembl/Biomart
AP2A2,Ap2a2,Jax/Ensembl/Biomart
AP2M1,Ap2m1,Jax/Ensembl/Biomart
AP2S1,Ap2s1,Jax/Ensembl/Biomart
AP3B1,Ap3b1,Jax/Ensembl/Biomart
AP3B2,Ap3b2,Jax/Ensembl/Biomart
AP3D1,Ap3d1,Jax/Ensembl/Biomart
AP3M1,Ap3m1,Jax/Ensembl/Biomart
AP3M2,Ap3m2,Jax/Ensembl/Biomart
AP3S1,Ap3s1,Jax/Ensembl/Biomart
AP3S2,Ap3s2,Jax/Ensembl/Biomart
AP4B1,Ap4b1,Jax/Ensembl/Biomart
AP4E1,Ap4e1,Jax/Ensembl/Biomart
AP4M1,Ap4m1,Jax/Ensembl/Biomart
AP4S1,Ap4s1,Jax/Ensembl/Biomart
AP5B1,Ap5b1,Jax/Ensembl/Biomart
AP5M1,Ap5m1,Jax/Ensembl/Biomart
AP5S1,Ap5s1,Jax/Ensembl/Biomart
AP5Z1,Ap5z1,Jax/Ensembl/Biomart
APAF1,Apaf1,Jax/Ensembl/Biomart
APBA1,Apba1,Jax/Ensembl/Biomart
APBA2,Apba2,Jax/Ensembl/Biomart
APBA3,Apba3,Jax/Ensembl/Biomart
APBB1,Apbb1,Jax/Ensembl/Biomart
APBB1IP,Apbb1ip,Jax/Ensembl/Biomart
APBB2,Apbb2,Jax/Ensembl/Biomart
APC,Apc,Jax/Ensembl/Biomart
APC2,Apc2,Jax/Ensembl/Biomart
APCDD1,Apcdd1,Jax/Ensembl/Biomart
APCS,Apcs,Jax/Ensembl/Biomart
APEH,Apeh,Jax/Ensembl/Biomart
APEX1,Apex1,Jax/Ensembl/Biomart
APEX2,Apex2,Jax/Ensembl/Biomart
APH1A,Aph1a,Jax/Ensembl/Biomart
APH1B,Aph1b,Jax/Ensembl/Biomart
API5,Api5,Jax/Ensembl/Biomart
APIP,Apip,Jax/Ensembl/Biomart
APLF,Aplf,Jax/Ensembl/Biomart
APLN,Apln,Jax/Ensembl/Biomart
APLNR,Aplnr,Jax/Ensembl/Biomart
APLP1,Aplp1,Jax/Ensembl/Biomart
APLP2,Aplp2,Jax/Ensembl/Biomart
APMAP,Apmap,Jax/Ensembl/Biomart
APOA1,Apoa1,Jax/Ensembl/Biomart
APOA2,Apoa2,Jax/Ensembl/Biomart
APOA4,Apoa4,Jax/Ensembl/Biomart
APOA5,Apoa5,Jax/Ensembl/Biomart
APOB,Apob,Jax/Ensembl/Biomart
APOBEC1,Apobec1,Jax/Ensembl/Biomart
APOBEC2,Apobec2,Jax/Ensembl/Biomart
APOBEC4,Apobec4,Jax/Ensembl/Biomart
APOBR,Apobr,Jax/Ensembl/Biomart
APOC2,Apoc2,Jax/Ensembl/Biomart
APOC4,Apoc4,Jax/Ensembl/Biomart
APOD,Apod,Jax/Ensembl/Biomart
APOE,Apoe,Jax/Ensembl/Biomart
APOF,Apof,Jax/Ensembl/Biomart
APOH,Apoh,Jax/Ensembl/Biomart
APOL6,Apol6,Jax/Ensembl/Biomart
APOLD1,Apold1,Jax/Ensembl/Biomart
APOM,Apom,Jax/Ensembl/Biomart
APOO,Apoo,Jax/Ensembl/Biomart
APOOL,Apool,Jax/Ensembl/Biomart
APOPT1,Apopt1,Jax/Ensembl/Biomart
APP,App,Jax/Ensembl/Biomart
APPBP2,Appbp2,Jax/Ensembl/Biomart
APPL1,Appl1,Jax/Ensembl/Biomart
APPL2,Appl2,Jax/Ensembl/Biomart
APRT,Aprt,Jax/Ensembl/Biomart
APTX,Aptx,Jax/Ensembl/Biomart
AQP1,Aqp1,Jax/Ensembl/Biomart
AQP11,Aqp11,Jax/Ensembl/Biomart
AQP12A,Aqp12,Jax/Ensembl/Biomart
AQP12B,Aqp12,Jax/Ensembl/Biomart
AQP2,Aqp2,Jax/Ensembl/Biomart
AQP3,Aqp3,Jax/Ensembl/Biomart
AQP4,Aqp4,Jax/Ensembl/Biomart
AQP5,Aqp5,Jax/Ensembl/Biomart
AQP6,Aqp6,Jax/Ensembl/Biomart
AQP7,Aqp7,Jax/Ensembl/Biomart
AQP8,Aqp8,Jax/Ensembl/Biomart
AQP9,Aqp9,Jax/Ensembl/Biomart
AQR,Aqr,Jax/Ensembl/Biomart
AR,Ar,Jax/Ensembl/Biomart
ARAF,Araf,Jax/Ensembl/Biomart
ARAP1,Arap1,Jax/Ensembl/Biomart
ARAP2,Arap2,Jax/Ensembl/Biomart
ARAP3,Arap3,Jax/Ensembl/Biomart
ARC,Arc,Jax/Ensembl/Biomart
ARCN1,Arcn1,Jax/Ensembl/Biomart
AREG,Areg,Jax/Ensembl/Biomart
AREL1,Arel1,Jax/Ensembl/Biomart
ARF1,Arf1,Jax/Ensembl/Biomart
ARF3,Arf3,Jax/Ensembl/Biomart
ARF4,Arf4,Jax/Ensembl/Biomart
ARF5,Arf5,Jax/Ensembl/Biomart
ARF6,Arf6,Jax/Ensembl/Biomart
ARFGAP1,Arfgap1,Jax/Ensembl/Biomart
ARFGAP2,Arfgap2,Jax/Ensembl/Biomart
ARFGAP3,Arfgap3,Jax/Ensembl/Biomart
ARFGEF1,Arfgef1,Jax/Ensembl/Biomart
ARFGEF2,Arfgef2,Jax/Ensembl/Biomart
ARFGEF3,Arfgef3,Jax/Ensembl/Biomart
ARFIP1,Arfip1,Jax/Ensembl/Biomart
ARFIP2,Arfip2,Jax/Ensembl/Biomart
ARFRP1,Arfrp1,Jax/Ensembl/Biomart
ARG1,Arg1,Jax/Ensembl/Biomart
ARG2,Arg2,Jax/Ensembl/Biomart
ARGLU1,Arglu1,Jax/Ensembl/Biomart
ARHGAP1,Arhgap1,Jax/Ensembl/Biomart
ARHGAP10,Arhgap10,Jax/Ensembl/Biomart
ARHGAP11A,Arhgap11a,Jax/Ensembl/Biomart
ARHGAP12,Arhgap12,Jax/Ensembl/Biomart
ARHGAP15,Arhgap15,Jax/Ensembl/Biomart
ARHGAP17,Arhgap17,Jax/Ensembl/Biomart
ARHGAP18,Arhgap18,Jax/Ensembl/Biomart
ARHGAP19,Arhgap19,Jax/Ensembl/Biomart
ARHGAP20,Arhgap20,Jax/Ensembl/Biomart
ARHGAP21,Arhgap21,Jax/Ensembl/Biomart
ARHGAP22,Arhgap22,Jax/Ensembl/Biomart
ARHGAP23,Arhgap23,Jax/Ensembl/Biomart
ARHGAP24,Arhgap24,Jax/Ensembl/Biomart
ARHGAP25,Arhgap25,Jax/Ensembl/Biomart
ARHGAP26,Arhgap26,Jax/Ensembl/Biomart
ARHGAP27,Arhgap27,Jax/Ensembl/Biomart
ARHGAP28,Arhgap28,Jax/Ensembl/Biomart
ARHGAP29,Arhgap29,Jax/Ensembl/Biomart
ARHGAP30,Arhgap30,Jax/Ensembl/Biomart
ARHGAP31,Arhgap31,Jax/Ensembl/Biomart
ARHGAP32,Arhgap32,Jax/Ensembl/Biomart
ARHGAP33,Arhgap33,Jax/Ensembl/Biomart
ARHGAP35,Arhgap35,Jax/Ensembl/Biomart
ARHGAP36,Arhgap36,Jax/Ensembl/Biomart
ARHGAP39,Arhgap39,Jax/Ensembl/Biomart
ARHGAP4,Arhgap4,Jax/Ensembl/Biomart
ARHGAP40,Arhgap40,Jax/Ensembl/Biomart
ARHGAP42,Arhgap42,Jax/Ensembl/Biomart
ARHGAP44,Arhgap44,Jax/Ensembl/Biomart
ARHGAP45,Arhgap45,Jax/Ensembl/Biomart
ARHGAP5,Arhgap5,Jax/Ensembl/Biomart
ARHGAP6,Arhgap6,Jax/Ensembl/Biomart
ARHGAP8,Arhgap8,Jax/Ensembl/Biomart
ARHGAP9,Arhgap9,Jax/Ensembl/Biomart
ARHGDIA,Arhgdia,Jax/Ensembl/Biomart
ARHGDIB,Arhgdib,Jax/Ensembl/Biomart
ARHGDIG,Arhgdig,Jax/Ensembl/Biomart
ARHGEF1,Arhgef1,Jax/Ensembl/Biomart
ARHGEF10,Arhgef10,Jax/Ensembl/Biomart
ARHGEF10L,Arhgef10l,Jax/Ensembl/Biomart
ARHGEF11,Arhgef11,Jax/Ensembl/Biomart
ARHGEF12,Arhgef12,Jax/Ensembl/Biomart
ARHGEF15,Arhgef15,Jax/Ensembl/Biomart
ARHGEF16,Arhgef16,Jax/Ensembl/Biomart
ARHGEF17,Arhgef17,Jax/Ensembl/Biomart
ARHGEF18,Arhgef18,Jax/Ensembl/Biomart
ARHGEF19,Arhgef19,Jax/Ensembl/Biomart
ARHGEF2,Arhgef2,Jax/Ensembl/Biomart
ARHGEF25,Arhgef25,Jax/Ensembl/Biomart
ARHGEF26,Arhgef26,Jax/Ensembl/Biomart
ARHGEF28,Arhgef28,Jax/Ensembl/Biomart
ARHGEF3,Arhgef3,Jax/Ensembl/Biomart
ARHGEF33,Arhgef33,Jax/Ensembl/Biomart
ARHGEF37,Arhgef37,Jax/Ensembl/Biomart
ARHGEF39,Arhgef39,Jax/Ensembl/Biomart
ARHGEF4,Arhgef4,Jax/Ensembl/Biomart
ARHGEF40,Arhgef40,Jax/Ensembl/Biomart
ARHGEF5,Arhgef5,Jax/Ensembl/Biomart
ARHGEF6,Arhgef6,Jax/Ensembl/Biomart
ARHGEF7,Arhgef7,Jax/Ensembl/Biomart
ARHGEF9,Arhgef9,Jax/Ensembl/Biomart
ARID1A,Arid1a,Jax/Ensembl/Biomart
ARID1B,Arid1b,Jax/Ensembl/Biomart
ARID2,Arid2,Jax/Ensembl/Biomart
ARID3A,Arid3a,Jax/Ensembl/Biomart
ARID3B,Arid3b,Jax/Ensembl/Biomart
ARID3C,Arid3c,Jax/Ensembl/Biomart
ARID4A,Arid4a,Jax/Ensembl/Biomart
ARID4B,Arid4b,Jax/Ensembl/Biomart
ARID5A,Arid5a,Jax/Ensembl/Biomart
ARID5B,Arid5b,Jax/Ensembl/Biomart
ARIH1,Arih1,Jax/Ensembl/Biomart
ARIH2,Arih2,Jax/Ensembl/Biomart
ARL1,Arl1,Jax/Ensembl/Biomart
ARL10,Arl10,Jax/Ensembl/Biomart
ARL11,Arl11,Jax/Ensembl/Biomart
ARL13A,Arl13a,Jax/Ensembl/Biomart
ARL13B,Arl13b,Jax/Ensembl/Biomart
ARL14,Arl14,Jax/Ensembl/Biomart
ARL14EP,Arl14ep,Jax/Ensembl/Biomart
ARL14EPL,Arl14epl,Jax/Ensembl/Biomart
ARL15,Arl15,Jax/Ensembl/Biomart
ARL16,Arl16,Jax/Ensembl/Biomart
ARL2,Arl2,Jax/Ensembl/Biomart
ARL2BP,Arl2bp,Jax/Ensembl/Biomart
ARL3,Arl3,Jax/Ensembl/Biomart
ARL4A,Arl4a,Jax/Ensembl/Biomart
ARL4C,Arl4c,Jax/Ensembl/Biomart
ARL4D,Arl4d,Jax/Ensembl/Biomart
ARL5A,Arl5a,Jax/Ensembl/Biomart
ARL5B,Arl5b,Jax/Ensembl/Biomart
ARL5C,Arl5c,Jax/Ensembl/Biomart
ARL6,Arl6,Jax/Ensembl/Biomart
ARL6IP1,Arl6ip1,Jax/Ensembl/Biomart
ARL6IP4,Arl6ip4,Jax/Ensembl/Biomart
ARL6IP5,Arl6ip5,Jax/Ensembl/Biomart
ARL6IP6,Arl6ip6,Jax/Ensembl/Biomart
ARL8A,Arl8a,Jax/Ensembl/Biomart
ARL8B,Arl8b,Jax/Ensembl/Biomart
ARL9,Arl9,Jax/Ensembl/Biomart
ARMC1,Armc1,Jax/Ensembl/Biomart
ARMC10,Armc10,Jax/Ensembl/Biomart
ARMC12,Armc12,Jax/Ensembl/Biomart
ARMC2,Armc2,Jax/Ensembl/Biomart
ARMC3,Armc3,Jax/Ensembl/Biomart
ARMC4,Armc4,Jax/Ensembl/Biomart
ARMC5,Armc5,Jax/Ensembl/Biomart
ARMC6,Armc6,Jax/Ensembl/Biomart
ARMC7,Armc7,Jax/Ensembl/Biomart
ARMC8,Armc8,Jax/Ensembl/Biomart
ARMC9,Armc9,Jax/Ensembl/Biomart
ARMCX1,Armcx1,Jax/Ensembl/Biomart
ARMCX2,Armcx2,Jax/Ensembl/Biomart
ARMCX3,Armcx3,Jax/Ensembl/Biomart
ARMCX4,Armcx4,Jax/Ensembl/Biomart
ARMCX5,Armcx5,Jax/Ensembl/Biomart
ARMCX6,Armcx6,Jax/Ensembl/Biomart
ARMT1,Armt1,Jax/Ensembl/Biomart
ARNT,Arnt,Jax/Ensembl/Biomart
ARNT2,Arnt2,Jax/Ensembl/Biomart
ARNTL,Arntl,Jax/Ensembl/Biomart
ARNTL2,Arntl2,Jax/Ensembl/Biomart
ARPC1A,Arpc1a,Jax/Ensembl/Biomart
ARPC1B,Arpc1b,Jax/Ensembl/Biomart
ARPC2,Arpc2,Jax/Ensembl/Biomart
ARPC4,Arpc4,Jax/Ensembl/Biomart
ARPC5,Arpc5,Jax/Ensembl/Biomart
ARPC5L,Arpc5l,Jax/Ensembl/Biomart
ARPIN,Arpin,Jax/Ensembl/Biomart
ARPP19,Arpp19,Jax/Ensembl/Biomart
ARPP21,Arpp21,Jax/Ensembl/Biomart
ARR3,Arr3,Jax/Ensembl/Biomart
ARRB1,Arrb1,Jax/Ensembl/Biomart
ARRB2,Arrb2,Jax/Ensembl/Biomart
ARRDC1,Arrdc1,Jax/Ensembl/Biomart
ARRDC2,Arrdc2,Jax/Ensembl/Biomart
ARRDC3,Arrdc3,Jax/Ensembl/Biomart
ARRDC4,Arrdc4,Jax/Ensembl/Biomart
ARRDC5,Arrdc5,Jax/Ensembl/Biomart
ARSA,Arsa,Jax/Ensembl/Biomart
ARSB,Arsb,Jax/Ensembl/Biomart
ARSG,Arsg,Jax/Ensembl/Biomart
ARSI,Arsi,Jax/Ensembl/Biomart
ARSJ,Arsj,Jax/Ensembl/Biomart
ARSK,Arsk,Jax/Ensembl/Biomart
ART1,Art1,Jax/Ensembl/Biomart
ART3,Art3,Jax/Ensembl/Biomart
ART4,Art4,Jax/Ensembl/Biomart
ART5,Art5,Jax/Ensembl/Biomart
ARTN,Artn,Jax/Ensembl/Biomart
ARV1,Arv1,Jax/Ensembl/Biomart
ARVCF,Arvcf,Jax/Ensembl/Biomart
ARX,Arx,Jax/Ensembl/Biomart
AS3MT,As3mt,Jax/Ensembl/Biomart
ASAH1,Asah1,Jax/Ensembl/Biomart
ASAH2,Asah2,Jax/Ensembl/Biomart
ASAP1,Asap1,Jax/Ensembl/Biomart
ASAP2,Asap2,Jax/Ensembl/Biomart
ASAP3,Asap3,Jax/Ensembl/Biomart
ASB1,Asb1,Jax/Ensembl/Biomart
ASB10,Asb10,Jax/Ensembl/Biomart
ASB11,Asb11,Jax/Ensembl/Biomart
ASB12,Asb12,Jax/Ensembl/Biomart
ASB13,Asb13,Jax/Ensembl/Biomart
ASB14,Asb14,Jax/Ensembl/Biomart
ASB15,Asb15,Jax/Ensembl/Biomart
ASB16,Asb16,Jax/Ensembl/Biomart
ASB17,Asb17,Jax/Ensembl/Biomart
ASB18,Asb18,Jax/Ensembl/Biomart
ASB2,Asb2,Jax/Ensembl/Biomart
ASB3,Asb3,Jax/Ensembl/Biomart
ASB4,Asb4,Jax/Ensembl/Biomart
ASB5,Asb5,Jax/Ensembl/Biomart
ASB6,Asb6,Jax/Ensembl/Biomart
ASB7,Asb7,Jax/Ensembl/Biomart
ASB8,Asb8,Jax/Ensembl/Biomart
ASB9,Asb9,Jax/Ensembl/Biomart
ASCC1,Ascc1,Jax/Ensembl/Biomart
ASCC2,Ascc2,Jax/Ensembl/Biomart
ASCC3,Ascc3,Jax/Ensembl/Biomart
ASCL1,Ascl1,Jax/Ensembl/Biomart
ASCL2,Ascl2,Jax/Ensembl/Biomart
ASCL3,Ascl3,Jax/Ensembl/Biomart
ASCL4,Ascl4,Jax/Ensembl/Biomart
ASCL5,Ascl5,Jax/Ensembl/Biomart
ASF1A,Asf1a,Jax/Ensembl/Biomart
ASF1B,Asf1b,Jax/Ensembl/Biomart
ASGR1,Asgr1,Jax/Ensembl/Biomart
ASGR2,Asgr2,Jax/Ensembl/Biomart
ASH1L,Ash1l,Jax/Ensembl/Biomart
ASH2L,Ash2l,Jax/Ensembl/Biomart
ASIC1,Asic1,Jax/Ensembl/Biomart
ASIC2,Asic2,Jax/Ensembl/Biomart
ASIC3,Asic3,Jax/Ensembl/Biomart
ASIC4,Asic4,Jax/Ensembl/Biomart
ASIC5,Asic5,Jax/Ensembl/Biomart
ASIP,a,Jax/Ensembl/Biomart
ASL,Asl,Jax/Ensembl/Biomart
ASNA1,Asna1,Jax/Ensembl/Biomart
ASNS,Asns,Jax/Ensembl/Biomart
ASNSD1,Asnsd1,Jax/Ensembl/Biomart
ASPA,Aspa,Jax/Ensembl/Biomart
ASPDH,Aspdh,Jax/Ensembl/Biomart
ASPG,Aspg,Jax/Ensembl/Biomart
ASPH,Asph,Jax/Ensembl/Biomart
ASPHD2,Asphd2,Jax/Ensembl/Biomart
ASPM,Aspm,Jax/Ensembl/Biomart
ASPN,Aspn,Jax/Ensembl/Biomart
ASPRV1,Asprv1,Jax/Ensembl/Biomart
ASPSCR1,Aspscr1,Jax/Ensembl/Biomart
ASRGL1,Asrgl1,Jax/Ensembl/Biomart
